entity_id,state,last_changed
sensor.plantesp_plants_1_moisture,54.78,2024-03-13T10:43:05.000Z
sensor.plantesp_plants_1_moisture,54.76,2024-03-13T10:48:05.000Z
sensor.plantesp_plants_1_moisture,54.71,2024-03-13T10:53:05.000Z
sensor.plantesp_plants_1_moisture,54.69,2024-03-13T10:58:05.000Z
sensor.plantesp_plants_1_moisture,54.58,2024-03-13T11:03:05.000Z
sensor.plantesp_plants_1_moisture,54.48,2024-03-13T11:08:05.000Z
sensor.plantesp_plants_1_moisture,54.36,2024-03-13T11:13:05.000Z
sensor.plantesp_plants_1_moisture,54.33,2024-03-13T11:18:05.000Z
sensor.plantesp_plants_1_moisture,54.23,2024-03-13T11:23:05.000Z
sensor.plantesp_plants_1_moisture,54.18,2024-03-13T11:28:05.000Z
sensor.plantesp_plants_1_moisture,54.15,2024-03-13T11:33:05.000Z
sensor.plantesp_plants_1_moisture,54.03,2024-03-13T11:38:05.000Z
sensor.plantesp_plants_1_moisture,53.95,2024-03-13T11:43:05.000Z
sensor.plantesp_plants_1_moisture,53.94,2024-03-13T11:48:05.000Z
sensor.plantesp_plants_1_moisture,53.91,2024-03-13T11:53:05.000Z
sensor.plantesp_plants_1_moisture,53.81,2024-03-13T11:58:05.000Z
sensor.plantesp_plants_1_moisture,53.74,2024-03-13T12:03:05.000Z
sensor.plantesp_plants_1_moisture,53.7,2024-03-13T12:08:05.000Z
sensor.plantesp_plants_1_moisture,53.59,2024-03-13T12:13:05.000Z
sensor.plantesp_plants_1_moisture,53.52,2024-03-13T12:18:05.000Z
sensor.plantesp_plants_1_moisture,53.42,2024-03-13T12:23:05.000Z
sensor.plantesp_plants_1_moisture,53.32,2024-03-13T12:28:05.000Z
sensor.plantesp_plants_1_moisture,53.25,2024-03-13T12:33:05.000Z
sensor.plantesp_plants_1_moisture,53.15,2024-03-13T12:38:05.000Z
sensor.plantesp_plants_1_moisture,53.07,2024-03-13T12:43:05.000Z
sensor.plantesp_plants_1_moisture,53.03,2024-03-13T12:48:05.000Z
sensor.plantesp_plants_1_moisture,53.01,2024-03-13T12:53:05.000Z
sensor.plantesp_plants_1_moisture,52.94,2024-03-13T12:58:05.000Z
sensor.plantesp_plants_1_moisture,52.87,2024-03-13T13:03:05.000Z
sensor.plantesp_plants_1_moisture,52.83,2024-03-13T13:08:05.000Z
sensor.plantesp_plants_1_moisture,52.77,2024-03-13T13:13:05.000Z
sensor.plantesp_plants_1_moisture,52.72,2024-03-13T13:18:05.000Z
sensor.plantesp_plants_1_moisture,52.66,2024-03-13T13:23:05.000Z
sensor.plantesp_plants_1_moisture,52.64,2024-03-13T13:28:05.000Z
sensor.plantesp_plants_1_moisture,52.53,2024-03-13T13:33:05.000Z
sensor.plantesp_plants_1_moisture,52.44,2024-03-13T13:38:05.000Z
sensor.plantesp_plants_1_moisture,52.35,2024-03-13T13:43:05.000Z
sensor.plantesp_plants_1_moisture,52.27,2024-03-13T13:48:05.000Z
sensor.plantesp_plants_1_moisture,52.2,2024-03-13T13:53:05.000Z
sensor.plantesp_plants_1_moisture,52.14,2024-03-13T13:58:05.000Z
sensor.plantesp_plants_1_moisture,52.1,2024-03-13T14:03:05.000Z
sensor.plantesp_plants_1_moisture,52.0,2024-03-13T14:08:05.000Z
sensor.plantesp_plants_1_moisture,51.92,2024-03-13T14:13:05.000Z
sensor.plantesp_plants_1_moisture,51.87,2024-03-13T14:18:05.000Z
sensor.plantesp_plants_1_moisture,51.86,2024-03-13T14:23:05.000Z
sensor.plantesp_plants_1_moisture,51.8,2024-03-13T14:28:05.000Z
sensor.plantesp_plants_1_moisture,51.7,2024-03-13T14:33:05.000Z
sensor.plantesp_plants_1_moisture,51.67,2024-03-13T14:38:05.000Z
sensor.plantesp_plants_1_moisture,51.63,2024-03-13T14:43:05.000Z
sensor.plantesp_plants_1_moisture,51.61,2024-03-13T14:48:05.000Z
sensor.plantesp_plants_1_moisture,51.53,2024-03-13T14:53:05.000Z
sensor.plantesp_plants_1_moisture,51.47,2024-03-13T14:58:05.000Z
sensor.plantesp_plants_1_moisture,51.44,2024-03-13T15:03:05.000Z
sensor.plantesp_plants_1_moisture,51.42,2024-03-13T15:08:05.000Z
sensor.plantesp_plants_1_moisture,51.35,2024-03-13T15:13:05.000Z
sensor.plantesp_plants_1_moisture,51.26,2024-03-13T15:18:05.000Z
sensor.plantesp_plants_1_moisture,51.16,2024-03-13T15:23:05.000Z
sensor.plantesp_plants_1_moisture,51.14,2024-03-13T15:28:05.000Z
sensor.plantesp_plants_1_moisture,51.12,2024-03-13T15:33:05.000Z
sensor.plantesp_plants_1_moisture,51.08,2024-03-13T15:38:05.000Z
sensor.plantesp_plants_1_moisture,51.03,2024-03-13T15:43:05.000Z
sensor.plantesp_plants_1_moisture,50.95,2024-03-13T15:48:05.000Z
